day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;38400;KELP;2019;24;;;;;2020;6;2022;24;;;2019.5;159.8515625
-1;38400;RAINFOREST_RESIN;9996;1;9995;23;;;10000;6;10004;1;10005;23;9998.0;50.0
-1;38500;RAINFOREST_RESIN;10002;1;9995;21;;;10005;21;;;;;10003.5;50.0
-1;38500;KELP;2019;21;;;;;2022;21;;;;;2020.5;165.2421875
-1;38600;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;50.0
-1;38600;KELP;2019;30;;;;;2022;30;;;;;2020.5;163.1796875
-1;38700;KELP;2019;20;;;;;2022;20;;;;;2020.5;161.4765625
-1;38700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;50.0
-1;38800;KELP;2019;21;;;;;2020;2;2021;1;2022;21;2019.5;161.3828125
-1;38800;RAINFOREST_RESIN;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;50.0
-1;38900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;58.0
-1;38900;KELP;2019;32;;;;;2021;7;2022;2;2023;30;2020.0;155.8671875
-1;39000;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;58.0
-1;39000;KELP;2019;23;;;;;2023;23;;;;;2021.0;148.1640625
-1;39100;KELP;2020;25;;;;;2023;25;;;;;2021.5;130.3203125
-1;39100;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;58.0
-1;39200;KELP;2020;30;;;;;2022;2;2023;30;;;2021.0;126.2265625
-1;39200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;58.0
-1;39300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;58.0
-1;39300;KELP;2020;27;;;;;2023;27;;;;;2021.5;120.375
-1;39400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;58.0
-1;39400;KELP;2020;31;;;;;2022;5;2023;31;;;2021.0;133.9140625
-1;39500;KELP;2019;27;;;;;2021;3;2022;27;;;2020.0;165.2265625
-1;39500;RAINFOREST_RESIN;9995;27;;;;;9998;1;10002;2;10005;27;9996.5;58.0
-1;39600;KELP;2021;4;2019;23;;;2023;23;;;;;2022.0;152.25
-1;39600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;58.0
-1;39700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;58.0
-1;39700;KELP;2019;28;;;;;2022;2;2023;22;;;2020.5;155.6328125
-1;39800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;58.0
-1;39800;KELP;2019;28;;;;;2022;1;2023;27;;;2020.5;155.8828125
-1;39900;KELP;2019;31;;;;;2022;31;;;;;2020.5;166.5234375
-1;39900;RAINFOREST_RESIN;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;58.0
-1;40000;KELP;2018;22;;;;;2022;22;;;;;2020.0;179.6953125
-1;40000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;58.0
-1;40100;RAINFOREST_RESIN;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;58.0
-1;40100;KELP;2019;31;;;;;2022;31;;;;;2020.5;167.1015625
-1;40200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;58.0
-1;40200;KELP;2019;1;2018;28;;;2022;29;;;;;2020.5;180.3671875
-1;40300;KELP;2019;22;;;;;2022;22;;;;;2020.5;174.96875
-1;40300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;58.0
-1;40400;KELP;2018;24;;;;;2022;24;;;;;2020.0;184.6328125
-1;40400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;58.0
-1;40500;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;58.0
-1;40500;KELP;2019;1;2018;27;;;2022;29;;;;;2020.5;181.8125
-1;40600;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;58.0
-1;40600;KELP;2019;4;2018;26;;;2022;26;;;;;2020.5;187.1015625
-1;40700;KELP;2018;22;;;;;2021;22;;;;;2019.5;209.0625
-1;40700;RAINFOREST_RESIN;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;58.0
-1;40800;KELP;2018;27;;;;;2021;27;;;;;2019.5;200.0
-1;40800;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;58.0
-1;40900;RAINFOREST_RESIN;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;58.0
-1;40900;KELP;2017;28;;;;;2021;28;;;;;2019.0;223.0703125
-1;41000;RAINFOREST_RESIN;9995;21;;;;;10002;10;10005;21;;;9998.5;68.0
-1;41000;KELP;2018;20;;;;;2020;3;2021;21;;;2019.0;202.7421875
-1;41100;KELP;2018;24;;;;;2021;27;;;;;2019.5;204.6015625
-1;41100;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;68.0
-1;41200;KELP;2018;29;;;;;2021;29;;;;;2019.5;205.171875
-1;41200;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;68.0
-1;41300;RAINFOREST_RESIN;9998;2;9996;1;9995;24;10004;1;10005;24;;;10001.0;68.0
-1;41300;KELP;2017;25;;;;;2019;4;2021;25;;;2018.0;225.796875
-1;41400;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;68.0
-1;41400;KELP;2017;25;;;;;2018;4;2019;5;2020;25;2017.5;253.015625
-1;41500;KELP;2017;22;;;;;2019;1;2021;22;;;2018.0;228.8984375
-1;41500;RAINFOREST_RESIN;9998;8;9996;2;9995;20;10004;2;10005;20;;;10001.0;68.0
-1;41600;KELP;2017;23;;;;;2019;7;2020;1;2021;22;2018.0;231.65625
-1;41600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;68.0
-1;41700;RAINFOREST_RESIN;10000;5;9995;21;;;10005;21;;;;;10002.5;68.0
-1;41700;KELP;2019;4;2017;21;;;2021;21;;;;;2020.0;224.40625
-1;41800;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;68.0
-1;41800;KELP;2018;24;;;;;2021;24;;;;;2019.5;208.1171875
-1;41900;KELP;2018;22;;;;;2020;1;2021;22;;;2019.0;206.15625
-1;41900;RAINFOREST_RESIN;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;68.0
-1;42000;KELP;2018;31;;;;;2020;5;2021;32;;;2019.0;199.0
-1;42000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;68.0
-1;42100;RAINFOREST_RESIN;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;68.0
-1;42100;KELP;2018;23;;;;;2021;2;2022;21;;;2019.5;193.9765625
-1;42200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;68.0
-1;42200;KELP;2018;28;;;;;2022;28;;;;;2020.0;192.1953125
-1;42300;KELP;2018;20;;;;;2019;7;2020;2;2022;20;2018.5;190.25
-1;42300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;68.0
-1;42400;KELP;2019;30;;;;;2022;31;;;;;2020.5;176.4609375
-1;42400;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;68.0
-1;42500;RAINFOREST_RESIN;9995;24;;;;;10002;3;10005;24;;;9998.5;68.0
-1;42500;KELP;2019;24;;;;;2022;24;;;;;2020.5;177.5390625
-1;42600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;68.0
-1;42600;KELP;2019;26;;;;;2022;26;;;;;2020.5;173.6796875
-1;42700;KELP;2018;26;;;;;2022;26;;;;;2020.0;186.375
-1;42700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;68.0
-1;42800;KELP;2019;30;;;;;2022;30;;;;;2020.5;176.875
-1;42800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;68.0
-1;42900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;68.0
-1;42900;KELP;2019;25;;;;;2022;25;;;;;2020.5;167.890625
-1;43000;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;68.0
-1;43000;KELP;2020;2;2019;23;;;2023;23;;;;;2021.5;148.8984375
-1;43100;KELP;2020;21;;;;;2023;21;;;;;2021.5;134.9453125
-1;43100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;68.0
-1;43200;KELP;2019;21;;;;;2023;21;;;;;2021.0;144.6875
-1;43200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;68.0
-1;43300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;68.0
-1;43300;KELP;2019;25;;;;;2021;2;2023;25;;;2020.0;144.90625
-1;43400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;68.0
-1;43400;KELP;2021;4;2020;24;;;2023;24;;;;;2022.0;139.3515625
-1;43500;KELP;2020;22;;;;;2022;7;2023;23;;;2021.0;136.5703125
-1;43500;RAINFOREST_RESIN;9998;7;9995;23;;;10005;23;;;;;10001.5;68.0
-1;43600;KELP;2020;5;2019;21;;;2023;23;;;;;2021.5;141.4921875
-1;43600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;68.0
-1;43700;KELP;2020;24;;;;;2023;24;;;;;2021.5;137.875
-1;43700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;68.0
-1;43800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;68.0
-1;43800;KELP;2020;35;;;;;2023;28;;;;;2021.5;131.96875
-1;43900;KELP;2020;36;;;;;2023;30;;;;;2021.5;139.109375
-1;43900;RAINFOREST_RESIN;10002;4;9998;2;9996;1;10004;1;10005;29;;;10003.0;68.0
-1;44000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;68.0
-1;44000;KELP;2020;22;;;;;2022;3;2023;22;;;2021.0;131.421875
-1;44100;KELP;2019;24;;;;;2023;24;;;;;2021.0;150.578125
-1;44100;RAINFOREST_RESIN;9995;24;;;;;9998;1;10002;2;10005;24;9996.5;68.0
-1;44200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;68.0
-1;44200;KELP;2019;21;;;;;2023;21;;;;;2021.0;152.453125
-1;44300;KELP;2019;27;;;;;2023;27;;;;;2021.0;149.7578125
-1;44300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;68.0
-1;44400;RAINFOREST_RESIN;9998;7;9995;28;;;10005;28;;;;;10001.5;68.0
-1;44400;KELP;2018;28;;;;;2022;28;;;;;2020.0;181.7265625
-1;44500;KELP;2021;1;2019;2;2018;21;2022;21;;;;;2021.5;180.0703125
-1;44500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;68.0
-1;44600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;68.0
-1;44600;KELP;2019;24;;;;;2022;24;;;;;2020.5;173.0234375
-1;44700;KELP;2019;29;;;;;2022;29;;;;;2020.5;174.84375
-1;44700;RAINFOREST_RESIN;9995;29;;;;;10002;10;10005;29;;;9998.5;68.0
-1;44800;RAINFOREST_RESIN;9995;29;;;;;9998;1;10002;10;10005;29;9996.5;68.0
-1;44800;KELP;2018;29;;;;;2022;29;;;;;2020.0;182.6796875
-1;44900;KELP;2019;1;2018;26;;;2022;26;;;;;2020.5;185.546875
-1;44900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;68.0
-1;45000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;68.0
-1;45000;KELP;2018;26;;;;;2022;26;;;;;2020.0;184.7734375
-1;45100;KELP;2019;27;;;;;2021;5;2022;27;;;2020.0;176.3046875
-1;45100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;68.0
-1;45200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;68.0
-1;45200;KELP;2019;29;;;;;2021;6;2022;29;;;2020.0;178.0625
-1;45300;KELP;2018;26;;;;;2021;22;;;;;2019.5;197.6328125
-1;45300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;68.0
-1;45400;RAINFOREST_RESIN;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;68.0
-1;45400;KELP;2018;22;;;;;2020;2;2021;23;;;2019.0;209.375
-1;45500;KELP;2018;25;;;;;2019;3;2021;25;;;2018.5;205.9921875
-1;45500;RAINFOREST_RESIN;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;68.0
-1;45600;RAINFOREST_RESIN;9995;26;;;;;10002;5;10005;26;;;9998.5;68.0
-1;45600;KELP;2018;33;;;;;2021;26;;;;;2019.5;202.15625
-1;45700;KELP;2018;24;;;;;2021;24;;;;;2019.5;201.6328125
-1;45700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;68.0
-1;45800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;68.0
-1;45800;KELP;2018;27;;;;;2021;28;;;;;2019.5;199.1328125
-1;45900;KELP;2019;4;2018;31;;;2022;31;;;;;2020.5;188.421875
-1;45900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;68.0
-1;46000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;68.0
-1;46000;KELP;2019;2;2018;24;;;2022;26;;;;;2020.5;179.15625
-1;46100;KELP;2019;25;;;;;2022;25;;;;;2020.5;175.9140625
-1;46100;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;68.0
-1;46200;RAINFOREST_RESIN;9998;2;9996;1;9995;27;10004;1;10005;27;;;10001.0;68.0
-1;46200;KELP;2018;28;;;;;2021;1;2022;27;;;2019.5;192.4765625
-1;46300;KELP;2018;29;;;;;2021;29;;;;;2019.5;201.8984375
-1;46300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;68.0
-1;46400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;68.0
-1;46400;KELP;2018;22;;;;;2022;22;;;;;2020.0;193.4375
-1;46500;KELP;2019;6;2018;31;;;2021;31;;;;;2020.0;195.65625
-1;46500;RAINFOREST_RESIN;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;68.0
-1;46600;KELP;2019;3;2018;28;;;2021;1;2022;27;;;2020.0;192.1875
-1;46600;RAINFOREST_RESIN;9998;10;9996;1;9995;27;10004;1;10005;27;;;10001.0;68.0
-1;46700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;68.0
-1;46700;KELP;2019;26;;;;;2022;26;;;;;2020.5;177.3984375
-1;46800;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;68.0
-1;46800;KELP;2019;22;;;;;2022;22;;;;;2020.5;167.7265625
-1;46900;KELP;2021;1;2019;32;;;2022;32;;;;;2021.5;176.375
-1;46900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;68.0
-1;47000;KELP;2019;21;;;;;2022;21;;;;;2020.5;173.484375
-1;47000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;68.0
-1;47100;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;68.0
-1;47100;KELP;2019;22;;;;;2022;26;;;;;2020.5;176.3359375
-1;47200;RAINFOREST_RESIN;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;68.0
-1;47200;KELP;2019;30;;;;;2022;30;;;;;2020.5;175.2578125
-1;47300;KELP;2019;25;;;;;2021;1;2022;25;;;2020.0;172.1484375
-1;47300;RAINFOREST_RESIN;10002;1;9998;3;9995;25;10005;25;;;;;10003.5;68.0
-1;47400;KELP;2019;25;;;;;2022;24;;;;;2020.5;164.53125
-1;47400;RAINFOREST_RESIN;9995;24;;;;;10002;9;10005;24;;;9998.5;68.0
-1;47500;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;68.0
-1;47500;KELP;2019;30;;;;;2021;6;2022;30;;;2020.0;165.40625
-1;47600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;68.0
-1;47600;KELP;2019;28;;;;;2022;28;;;;;2020.5;158.65625
-1;47700;KELP;2019;23;;;;;2022;23;;;;;2020.5;157.1015625
-1;47700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;68.0
-1;47800;KELP;2019;23;;;;;2022;1;2023;22;;;2020.5;155.09375
-1;47800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;68.0
-1;47900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;68.0
-1;47900;KELP;2019;27;;;;;2023;27;;;;;2021.0;154.421875
-1;48000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;68.0
-1;48000;KELP;2019;27;;;;;2023;27;;;;;2021.0;155.15625
-1;48100;KELP;2019;22;;;;;2022;21;;;;;2020.5;162.1953125
-1;48100;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;68.0
-1;48200;KELP;2019;25;;;;;2022;25;;;;;2020.5;164.3515625
-1;48200;RAINFOREST_RESIN;9998;5;9995;25;;;10005;25;;;;;10001.5;72.0
-1;48300;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10000;5;10004;1;9997.0;72.0
-1;48300;KELP;2018;29;;;;;2019;5;2022;29;;;2018.5;190.4296875
-1;48400;RAINFOREST_RESIN;9995;27;;;;;10002;7;10005;27;;;9998.5;72.0
-1;48400;KELP;2019;1;2018;27;;;2022;27;;;;;2020.5;185.1875
-1;48500;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;187.2265625
-1;48500;RAINFOREST_RESIN;9995;29;;;;;9998;1;10005;29;;;9996.5;72.0
-1;48600;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;186.5390625
-1;48600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;72.0
-1;48700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;72.0
-1;48700;KELP;2018;23;;;;;2022;23;;;;;2020.0;189.0390625
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;72.0
-1;48800;KELP;2019;29;;;;;2022;24;;;;;2020.5;177.546875
-1;48900;KELP;2019;34;;;;;2022;27;;;;;2020.5;173.1171875
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;72.0
-1;49000;KELP;2019;39;;;;;2022;32;;;;;2020.5;176.6484375
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;72.0
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;72.0
-1;49100;KELP;2019;40;;;;;2022;32;;;;;2020.5;165.8203125
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;72.0
-1;49200;KELP;2019;21;;;;;2022;21;;;;;2020.5;174.5078125
-1;49300;KELP;2019;21;;;;;2022;22;;;;;2020.5;169.671875
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;72.0
-1;49400;KELP;2021;9;2020;5;2019;20;2022;20;;;;;2021.5;174.96875
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;72.0
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;72.0
-1;49500;KELP;2019;40;;;;;2022;32;;;;;2020.5;167.8125
-1;49600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;72.0
-1;49600;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;161.3828125
-1;49700;KELP;2019;28;;;;;2022;28;;;;;2020.5;163.296875
-1;49700;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;72.0
-1;49800;KELP;2019;25;;;;;2020;5;2023;25;;;2019.5;145.3203125
-1;49800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;72.0
-1;49900;RAINFOREST_RESIN;9998;3;9995;23;;;10005;23;;;;;10001.5;72.0
-1;49900;KELP;2019;23;;;;;2023;23;;;;;2021.0;149.6484375
-1;50000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;76.0
-1;50000;KELP;2019;21;;;;;2022;1;2023;20;;;2020.5;153.8125
-1;50100;KELP;2019;24;;;;;2021;2;2022;24;;;2020.0;158.84375
-1;50100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;76.0
-1;50200;KELP;2019;24;;;;;2023;24;;;;;2021.0;147.0234375
-1;50200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;76.0
-1;50300;RAINFOREST_RESIN;9995;30;;;;;10002;10;10005;30;;;9998.5;76.0
-1;50300;KELP;2019;30;;;;;2023;30;;;;;2021.0;143.3984375
-1;50400;RAINFOREST_RESIN;9998;4;9996;1;9995;22;10000;2;10004;1;10005;22;9999.0;76.0
-1;50400;KELP;2019;23;;;;;2021;3;2023;23;;;2020.0;144.140625
-1;50500;KELP;2019;25;;;;;2023;25;;;;;2021.0;145.46875
-1;50500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;76.0
-1;50600;KELP;2019;21;;;;;2020;6;2023;23;;;2019.5;142.4453125
-1;50600;RAINFOREST_RESIN;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;76.0
-1;50700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;76.0
-1;50700;KELP;2020;24;;;;;2023;24;;;;;2021.5;139.59375
-1;50800;RAINFOREST_RESIN;10002;5;9996;2;9995;22;10004;2;10005;22;;;10003.0;76.0
-1;50800;KELP;2022;1;2020;24;;;2023;24;;;;;2022.5;134.1328125
-1;50900;KELP;2020;28;;;;;2022;4;2023;28;;;2021.0;131.671875
-1;50900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;76.0
-1;51000;KELP;2020;28;;;;;2023;28;;;;;2021.5;135.1640625
-1;51000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;76.0
-1;51100;RAINFOREST_RESIN;9998;6;9996;1;9995;25;10004;1;10005;25;;;10001.0;76.0
-1;51100;KELP;2020;26;;;;;2023;26;;;;;2021.5;127.6875
-1;51200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;76.0
-1;51200;KELP;2020;30;;;;;2023;30;;;;;2021.5;132.484375
-1;51300;KELP;2020;25;;;;;2023;25;;;;;2021.5;118.875
-1;51300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;76.0
-1;51400;KELP;2020;30;;;;;2023;30;;;;;2021.5;126.734375
-1;51400;RAINFOREST_RESIN;9995;30;;;;;10002;3;10005;30;;;9998.5;76.0
-1;51500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;76.0
-1;51500;KELP;2022;1;2020;30;;;2023;30;;;;;2022.5;127.6328125
-1;51600;RAINFOREST_RESIN;10000;5;9996;2;9995;22;10002;1;10004;2;10005;22;10001.0;76.0
-1;51600;KELP;2021;5;2020;24;;;2023;24;;;;;2022.0;125.71875
-1;51700;KELP;2020;16;;;;;2023;20;;;;;2021.5;131.671875
-1;51700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;78.0
-1;51800;KELP;2020;1;2019;24;;;2023;25;;;;;2021.5;140.0078125
-1;51800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;78.0
-1;51900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;78.0
-1;51900;KELP;2021;4;2019;24;;;2023;24;;;;;2022.0;147.53125
-1;52000;RAINFOREST_RESIN;9998;3;9995;29;;;10005;29;;;;;10001.5;78.0
-1;52000;KELP;2019;29;;;;;2021;6;2023;29;;;2020.0;143.2109375
-1;52100;KELP;2019;21;;;;;2023;21;;;;;2021.0;142.421875
-1;52100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;78.0
-1;52200;KELP;2019;31;;;;;2023;31;;;;;2021.0;149.109375
-1;52200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;78.0
-1;52300;RAINFOREST_RESIN;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;78.0
-1;52300;KELP;2022;1;2019;28;;;2023;28;;;;;2022.5;145.2421875
-1;52400;RAINFOREST_RESIN;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;78.0
-1;52400;KELP;2020;30;;;;;2023;30;;;;;2021.5;128.1640625
-1;52500;KELP;2022;1;2020;28;;;2023;28;;;;;2022.5;130.3046875
-1;52500;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;78.0
-1;52600;RAINFOREST_RESIN;9998;1;9996;1;9995;22;10000;4;10004;1;10005;22;9999.0;78.0
-1;52600;KELP;2020;1;2019;22;;;2021;4;2023;23;;;2020.5;143.5859375
-1;52700;KELP;2019;26;;;;;2023;27;;;;;2021.0;149.5859375
-1;52700;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;78.0
-1;52800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;78.0
-1;52800;KELP;2019;26;;;;;2023;26;;;;;2021.0;140.0078125
-1;52900;KELP;2020;30;;;;;2023;30;;;;;2021.5;138.7421875
-1;52900;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;78.0
-1;53000;RAINFOREST_RESIN;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;78.0
-1;53000;KELP;2020;21;;;;;2023;21;;;;;2021.5;132.484375
-1;53100;KELP;2019;24;;;;;2023;24;;;;;2021.0;146.15625
-1;53100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;78.0
-1;53200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;78.0
-1;53200;KELP;2022;1;2019;31;;;2023;31;;;;;2022.5;144.421875
-1;53300;KELP;2020;29;;;;;2023;29;;;;;2021.5;138.3984375
-1;53300;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;78.0
-1;53400;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;78.0
-1;53400;KELP;2020;25;;;;;2023;25;;;;;2021.5;129.703125
-1;53500;KELP;2020;23;;;;;2023;23;;;;;2021.5;134.2734375
-1;53500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;1;10004;2;10005;21;9999.0;78.0
